text,labels
when i walk i want you to start sucking my dick,1
thinking of my dick in your  mouth,1
your  probably a virgin huh,1
your  not a virgin anymore?,1
"somebody got first on u,laugh",1
are you shaved?,1
"i want to taste yours,laugh",1
you have cam?,1
hey how big are your  nipps?? just askin',1
i want to eat that nipps of yours,1
" about 7"" long",1
i mastyourbate twice a day,1
this mornin i cum a lot,1
no don't like my cum (Oh),1
i wish you have cam,1
so i can see u,1
"you we will be on top of me,laugh",1
wish you are here,1
so i can eat your  nips,1
my dick is up,1
i am holding 'em,1
did your  bf slide his thing in your  Pussy,1
i we will eat your  Pussy,1
i we will do it for u,1
i we will eat your  pussy,1
until you cum in my face,1
we go to a motel,1
we can have sex there at your  place?,1
yep its you i kiss,1
" really, why you like me?",1
so what are we gonna do if i get there at your  place,1
we're gonna have a little sex?,1
are we gonna go to your  room,1
is it big?,1
can i take off your  clothes?,1
what are you gonna be wearing,1
what kinda clothe is you wear,1
you want me to lick your  pussy,1
yea it is you we will be moaning,1
i we will just eat your  pussy,1
your  nipples too,1
i am getting horny,1
i we will lick your  tits to,1
is your  tits hard now?,1
you we will give me a blowjob?,1
we're gonna take a showere both of us,1
what is your  address,1
what are you wearing right now sweety,1
when you go to sleep what do you wear,1
you want me to kiss u,1
you want it long kiss,1
"i we will kiss all over your  body,laugh",1
i mastyourbate awhile ago,1
i watch some porno movie,1
" yes thinking of you (Uh, you  mean thinking of the porno, really)",1
you want me to bring a DVD PORNO MOVIE,1
can i call you SWEET,1
don't get any bf now coz i am your  boyfriend,1
am i your  boyfriend?,1
what size. bra you wear,1
i love you willow,1
what are you wearing?,1
did you think about me yesterday when i was gone,1
you we're with me in bed naked,1
i we will  be the one gonna take off your  clothes?,1
then you want me to lick your  body,1
" i we will kiss your  neck, your  nipples, your  tits i we will lick 'em",1
then i go down to lick your  pussy,1
why where do you want me to lick u,1
i am looking at your  pics,1
what are you gonna wear on sunday,1
a seductive dress,1
tank top with no bra?,1
don't wear bra,1
can we go take a showere before making love,1
i we will lick your  pussy at the showere if you want,1
i like sticky,1
do you cum a lot?,1
your  shaved huh,1
i was thnking of you last night,1
i we will just lick your  pussy,1
why you want to put my cock in your  pussy,1
my cock is big,1
you we will be moaning,1
you love me?,1
your  gonna suck my cock?,1
i am totally naked,1
i am holding my cock,1
coz your  chatting with some guys,1
naked on sunday,1
both of us naked?,1
what are you wearin sweety,1
did you think about me?,1
naked both of us?,1
while you thinking did you fingeare your  pussy,1
you want me to fingeare 'em for u,1
is it still will TIGHT,1
just wondering your  pussy is it small?,1
only 1 fingeare i am gonna use,1
do you mastyourbate sometimes,1
i am gonna lick your  tits too,1
your  pussy has little hair now?,1
your  boobs is gettin' big huh,1
looking at your  pics,1
i love your  lips,1
we're gonna go kissing on sunday,1
i am a good kisser,1
what are you wearin' on that pic?,1
i am gonna lick your  whole body,1
i we will  put honey on your  body and lick 'em,1
and put honey on top of your  pussy and lick 'em too,1
i am gonna suck 'em,1
ti will you cum,1
i am gonna eat your  boobs,1
hahahha meaning i we will  hold both of my hands on your  boobs,1
" and lick 'em,,, suck 'em",1
i was dreamin of you last night,1
"we're doing sex naked,doggie style and you love 'em",1
you know how to suck cock?,1
do you like condoms?,1
i will buy condoms,1
you want me to slide that in your  pussy?,1
well if you don't want to 'coz its big its ok,1
i want to hear your  voice,1
I LOVE you WILLOW,1
you love me,1
i we will my love,1
I Love U,1
coz your  my sweethearts,1
well i am still will waiting for your  address,1
no bra and no panty,1
don't wear bra and panty ok,1
you have to wear bra in the house?,1
willow your  boobs getting big?,1
i will be the 1st one to lick that boobs sunday,1
wish i can have you to be my wife,1
i will take care of u,1
what are you thinking of me,1
your  gonna wear a nice skimpy dress for me,1
a seductive one,1
i love your  body sweety,1
your  taking care of your  body?,1
i want to get naked now,1
can i take off my clothe is for u,1
i we will eat your  pussy ti will you cum,1
you like that ti will you get wet,1
how big is your  tits?,1
that is the nipples,1
i want to mastyourbate,1
ok i am gonna get naked in my room,1
i we will  be thinking of u,1
I LOVE U,1
wish you love me too,1
go eat sweety,1
take care love,1
you miss me,1
got to go love,1
your  not gonna wear bra & panty,1
nice your  gonna kiss me,1
your  not gonna be shy on me,1
gonna treat me as your  bf,1
when kissing you can i take off your  clothes,1
then i we will bend down to lick your  pussy,1
you we will suck my cock,1
you know how to suck cock,1
ok got to go love,1
and your  mine,1
i will put honey lick em,1
do you moan,1
i we will your  whole body,1
can we do dogie style,1
what size panty you wear,1
can you fingeare your  pussy for me,1
i will fingeare em tomorrow,1
looking at your  pic,1
your  boobs getting big huh,1
i we will lick your  nipples,1
you we will watch me lick your  nipples,1
imagining your  boobs,1
your  pussy still will tight love,1
so i can put my tongue in your  pussy,1
you want me to tongue 'em,1
and suck 'em so good,1
can i slide my cock in your  pussy,1
" without condom (Uh, WTF)",1
you can sit on top of my cock,1
your  on top,1
you we will suck my cum?,1
"say if i am cumming,orgasm you we will suck 'em for me",1
i would like you to eat my cum,1
eat my sperm?,1
i think you can swallow my cock,1
you like doggie style,1
my ex gf suck my cock until i cum,1
i cum in here mouth,1
your  my gf now,1
your  my new gf,1
i need gf over 18,1
do you have bf your age,1
have you every had sex yet,1
do you like sex,1
does your mom no you had sex,1
have you had sex wit guy old then 17,1
have you every had sex older then 17,1
do you have big tits,1
is the bra size you were,1
are you look for sex on here,1
what the old guy have you date,1
i need a girlfriend,1
i need sex,1
i need nex,1
is your pussy shave,1
do you want sex,1
what do you do to a guy,1
is ok with older guy coming over,1
do you like girls,1
do you kiss them,1
i want girl odeare 18,1
did you see my pic,1
naked pic of u,1
any more pic of u,1
i need girl odeare then 18,1
did you find boyfriend yet,1
have you had sex let lee,1
what color bra and underwear,1
do you have cam,1
do you want to suck my dick,1
does mom let you have boyfriend,1
do you ues condom,1
when you had sex,1
how we will you no if the condum does not have hole in it,1
if he just put it on fuck find out it had a hole,1
would you every have sex with me,1
do you have condum,1
how many time you had sex,1
do you no any one for three some,1
do you no any girl that we will do a three some,1
does she like sex,1
does she have big tits,1
do you play with your self,1
do you like my pic,1
if i get cought it we will be rape,1
fuck up the ass,1
do you have comdum,1
can i fuck you up the ass,1
i like you to be online whenyou get home,1
is pussy shave,1
do you no any girl for three some,1
do you no any girl,1
do you let guy eat you out,1
how late do you stay out side,1
do you like thong,1
have you every play with your self,1
do you relly want sex,1
i need sex now,1
do you no any older girls,1
how any girl friend do you have,1
my friend said about sex to night,1
do you still will want sex right,1
do you have condom in the house some there,1
i am jacking off,1
wish you were doing it,1
did you have sex with the 1for yare old and the 19,1
i have get condom,1
if you want sex,1
do you wnt sex,1
when did you have sex last,1
do you think i little to old for u,1
i want girl older then 18,1
i do not get cought for raping a minor,1
i just wanted sex,1
i am just use you for sex,1
i want three some,1
do you no any girl that are older then 18,1
have she had sex be for,1
can i fuck both of you up the ass,1
would you let here eat you out,1
would you eat here out,1
ask here to be your girlfriend,1
eat here out,1
do you have pic of her,1
any more pic of her,1
of whole body,1
do you want sex still,1
do you want three some,1
do you we will want me to cum,1
