,text,labels
6072,ARR birthday today i wish him to get more oscar,0
6073,you made me wait all weekend,1
6074,Wot u up 2 Thout u were gonna call me Txt bak luv K,0
6075,Machan you go to gym tomorrow  i wil come late goodnight,0
6076,alright babe,0
6077,did not you save them from yesterday,1
6078,yes did you get mine to,1
6079,haha but no money leh Later got to go for tuition Haha and looking for empty slots for driving lessons,0
6080,  hell if i knew then I would do something i do not know i do not know what to do in life i just want to be free not haveing to be enslaved or watch our mother liberyt by raped dried by those childraping politicians who are destroying our beloved nation what can we do,0
6081,Si think he is waste for rr,0
6082,ok but so far tomorrow is free for me,1
6083,U 2,0
6084,  Yes but the  court had not conclusively interpreted the Second Amendment since its ratification in 1791,0
6085,Most boysmen I know seem to think that women are inherently inferior,0
6086,my dick is up,1
6087,we can have sex,1
6088,you know its gonna be rough,1
6089,I am sure I can look it up,1
6090,I have to be in at 7,1
6091,anyways if im not online call me 310 9to3 8191 ok Got it,1
6092, even with a cell pic which arent that great  your  a cutie,1
6093,Where is it Is there any opening for mca,0
6094,Mike KeatonChristian Bale as the bat Nothing against Bale but not only were Tim Burtons Batman films easily better then Batman Returns but Keton WAS Batman,0
6095,would you let here eat you out,1
6096,wow Youre right I didnt mean to do that I guess once i gave up on boston men and changed my search location to nyc something changed Cuz on my signin page it still says boston,0
6097,Batman as long as its Michael Keaton,0
6098,running my tongue over your nipples,1
6099,a few more years,1
6100,its their choice if he doesnt come through for them oh well,0
6101,why cant you just wait,1
6102,Obama is qualified So is Palin The difference One has been treated like shit by the media and the other hasnt  Maybe you are rightI still cant stand him ,0
6103,I am not sure about night menu   I know only about noon menu,0
6104,Hey i will be late im at amk Need to drink tea or coffee,0
6105,are your nipples hard,1
6106,you want it more than once,1
6107,HIYA STU WOT U UP 2IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U WOT THE HELL AV I DONE NOW Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN ,0
6108,Okok okthenwhats ur todays plan,0
6109,Lol your right What diet Everyday I cheat anyway Im meant to be a fatty ,0
6110,Indiana Jones Temple of Doom  During the opening scene he is poisoned by Chinese gangsters while bartering for a diamond shot at skewers somebody with a kebab and has a fight surrounded by dancing girls and balloons before jumping out the window with his chosen date for the night    How cool is that,0
6111,give you  a nice ass rub,1
6112,do you have condum,1
6113,sry cant talk on phone with parents,0
6114,you  wrer top on my list last nightlaugh,1
6115,  Its quite amazing how rude some people can be  My first post said Discuss with the title asking a question not making a statement If I made a blatant statement then that would warrant your abuse which is quite easy to dish out considering youve got a computer to hide behind  I would carry this on but knowing how people behave online youll most probably either  1 Make some trashy comment based on insults that cant be backed up  2 Start twisting my words round so it makes out Ive meant something else  3 Just play dumb and pretend you dont understand what I said even though you did All because you cant think of a response that doesnt feature the 3 usual responses Ive listed here  Its all predictable  LOL,0
6116,Man this bus is so so so slow I think youre gonna get there before me,0
6117,gets vodka out again,0
6118,i have some poundsso you can grab,1
6119,just thinking about going to bed laugh,1
6120,no go out with u,1
6121,The beach is sweet school to go to,0
6122, yes i want to respect you  honey you  are going to be my girlfriend after all lets just leave it at this im really attracted to you  and when we get togethere nothing is impossible ok im saying when we get in the hot tub we can make love no problem i would love that,1
6123,People making the loans should take a hit in the form of defaults and bankruptcies aka nonrepayments for making bad loans and not having decent underwriting and actuary work done People taking the loans should lose their houses plain and simple,0
6124,as long as you  want me to be with you,1
6125,Yes just finished watching days of our lives I love it,0
6126,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for by the way who is this dont know number Joke,0
6127,Oh really Did you make it on air Whats your talent,0
6128,Oh I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb Okie lor u call me when ready,0
6129,cool  you  let me suck on them,1
6130,Yeah we can probably swing by once my roommate finishes up with his girl,0
6131,so is there anything else you want to no about me,1
6132,kalas thuglife baby got asshandled by a white light heavyweight with pink hair pink toenails and a pink mouthpiece in under 15 seconds with a onefooted jab  Woot          ,0
6133,too bad they screwed up yesterday over the no death for child rapists though,0
6134,but you we will be,1
6135,Well welp is sort of a semiobscure internet thing,0
6136,it has been that long since i was last home that i dont know  how many of my friends still will live in the area,1
6137,But thats on ebay it might be less elsewhere,0
6138,all of the above charge them all,0
6139,Im not sure I was just checking out what was happening around the area,0
6140,Yavnt tried yet and never played original either,0
6141,Yeah I think my usual guys still passed out from last night if you get ahold of anybody let me know and Ill throw down,0
6142,  I was only exaggerating,0
6143,Should I tell my friend not to come round til like  ltgt ish,0
6144,  Youre better off just watching Dogtown and ZBoys,0
6145,This weekend is fine an excuse not to do too much decorating,0
6146,I wonder if your phone battery went dead  I had to tell you I love you babe,0
6147,we will you be on at nite at all,1
6148,Already am squatting is the new way of walking,0
6149,Ill call u 2mrw at ninish with my address that icky American freek wont stop callin me 2 bad Jen k eh,0
6150,maybe I would poyour  some flovered lotion over your nipples,1
6151, Yes I liked it I also figured out ending I almost watched Snatch first but the two of you turned me on enough that I couldnt wait any longer lol,0
6152,do you want to get laid,1
6153,if i do u,1
6154,   hahahathats true  and after I realized he directed it it finally occurred to me what Salma Hayak was doing in that cast because as of that point it was random that she was in it,0
6155,Okay We wait ah,0
6156,Are you there in room,0
6157, You shouldnt hang me on a hook Johnny My father hung me on a hook once Once,0
6158,Please dont say like that Hi hi hi,0
6159,  And told her to come over to my house,0
6160,well if you dont want to coz its big its ok,1
6161,I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs,0
6162,but your all done,1
6163,Thank You meet you monday,0
6164,y are you in such a hyourry,1
6165,   Oh gawd another fking southern red neckI guess your daddy was the grand poohba dragon of the KKK Take your country back now thats a joke Israel is the USs pit stop in the ME why do you think they support them Duh,0
6166,are you  looking for just sex or a boyfriend from me,1
6167,i was just making sure it was you  that i showed not someone else,1
6168,would you  take your clothe is off while you  give me a bj,1
6169,Hugh Jackman as Wolverine,0
6170,Lauren Bacall was in Manderlay with Danny Glover  Danny in the Cookout with Ja Rule  Ja Rule in Crime Partners with Tyrin Turner  Tyrin in Panther with Joe Don Baker  Joe in Criminal Law with Bacon    1Errol Flynn  2Paddy Considine  3Radha Mitchell Jason Flemyng Russell Crowe Gary Stretch Janet Leigh Gary Oldman Renee Zellweger,0
